intent,question,answer
"Pedido de envio via metodo ""ByPhone""",Acabei de fazer uma remessa de ¥7440 para o beneficiário RRR KKK .,Obrigado por informar! Vamos processar a sua remessa.
Confirmacao de cambio/taxas,"Boa tarde, quanto da 250.000 yenes no Brasil hj?","Boa tarde! Na cotação de hoje, incluindo a taxa de remessa: R$8002"
Confirmacao de cambio/taxas,Quanto enviar rs 10000 Ou rs 10500,"Boa tarde!  R$10.000 -> ¥312,223 R$10.500 -> ¥327,750  Na cotação de hoje, incluindo a taxa de remessa."
"Pedido de envio via metodo ""ByPhone""",Fiz um depósito para MM LL poderia verificar por favor,"Boa tarde! Vamos processar a sua remessa, obrigado."
"Pedido de envio via metodo ""ByPhone""",Boa noite favor fazer a remessa KK OO ¥50.000 e SSS OO ¥50.000,Boa noite Vamos processar sua remessa. Obrigado
"Pedido de envio via metodo ""ByPhone""","Boa noite Fiz um depósito pra vcs e gostaria que fizessem a transferência por favor  Banco Itaú MM MM NN 10,880¥","Boa tarde! Obrigado por informar, vamos processar a sua remessa."
"Pedido de envio via metodo ""ByPhone""",Boa noite Fiz uma remessa de 162.000 mil yen para BB MM  onegai,Boa noite! vamos processar conforme solciitado. Algo mais?
"Pedido de envio via metodo ""ByPhone""","Boa noite, fiz uma transferência de 250.000.yenes favor transferir pra MM EE , 2.000,00 reais e o restante na conta de MM AA . Obrigado  ",Boa noite Vamos processar sua remessa. Obrigado
"Pedido de envio via metodo ""ByPhone""",Dólar tá bom  Na minha conta AAA MMM,Vamos processar sua remessa. Obrigado
Confirmacao de cambio/taxas,Quanto da rs9500 reais Quanto mandar yens,"Boa noite Para enviar BRL 9,500, deve ser depositado ¥296,496, já com a taxa de remessa inclusa na cotação de hoje"
"Pedido de envio via metodo ""ByPhone""",Boa noite  Fiz uma transferência de ¥481800  ¥470 mil para III NN  ¥11800 para PPP OOO  Onegai shimasu,"Boa noite! Obrigado, vamos processar a sua remessa."
Confirmacao de cambio/taxas,Bom dia gostaria de enviar 180 reais para uma consulta terapeutica,"R$180,00 -----> ¥6,427 cim taxa inclusa.  Lembrando que cotação pode mudar as 10:40 am. Ficaremos aguardando o seu deposito."
"Pedido de envio via metodo ""ByPhone""",130.742¥ De CC SS YY para minha conta própria Nubank por favor,Vamos processar sua remessa. Obrigado
Confirmacao de cambio/taxas,Boa tarde Gostaria de mandar 500 real para o Brasil Quando daria em yan ?,Boa tarde Valor 500 Reais --> 16.360 Yen
Envio via Deposit Code,,Obrigado por nos enviar a foto. Normalmente demora alguns minutos para entrar no saldo. Verificamos que o valor foi colocado no seu saldo. Qualquer dúvida estamos à disposição. Obrigado.
Cancelamento,Boa tarde essa remessa pode ser cancelada por favor a conta que mandei o dinheiro foi encerrada,"Boa tarde  Iremos solicitar o cancelamento. Porém, devido ao fuso horário e o feriado no Brasil, o cancelamento não será imediato."
Como se inscrever,"Olá, gostaria de saber como posso solicitar o cartão de remessa","Boa tarde,  A senhora já fez o cadastro de remessa na Brastel Remit?  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h "
"Pedido de envio via metodo ""ByPhone""",Boa tarde Fiz deposito por favor transferencia hoje JJ OOO minha filha Fazendo favor Hoje,"Boa tarde, Vamos processar. Obrigado."
"Pedido de envio via metodo ""ByPhone""","Olá boa tarde fiz um depósito hoje no valor de 20,000 yen Transferir por favor para HH WW",Boa tarde! Vamos processar. Obrigado.
"Pedido de envio via metodo ""ByPhone""",Beneficiário NN TTT UUU  quero fazer o pedido de envio de 100 101 mil yen desconta a taxa dos 101 mil yen por favor taxa de envio,A remessa foi registrada
"Pedido de envio via metodo ""ByPhone""","Boa tarde! Acabei de transferir 144.000¥, poderia por favor enviar para mesma conta de sempre da Nubank?","Boa tarde! Obrigado por informar, vamos processar a remessa para a mesma conta das últimas vezes"
"Pedido de envio via metodo ""ByPhone""","Boa noite eu acabei de fazer uma remessa de 272,000 ienes gostaria de mandar 20.000 para AAA YYY pode tirar a taxa do mesmo o restante pode mandar para minha conta por favor!   ","Boa noite! Obrigado por informar, vamos processar a sua remessa."
"Pedido de envio via metodo ""ByPhone""",Depositei 19.700 ¥ Beneficiária MM OOO Caixa Econômica Federal Agência XXXX,"Boa tarde! Vamos processar a sua remessa, obrigado."
"Pedido de envio via metodo ""ByPhone""","Boa noite, fiz o depósito, vou passar o nome dos beneficiários: LLL SSS III Valor:300.000 AAA III Valor:30.000  ",Boa noite Vamos processar sua remessa. Obrigado
"Pedido de envio via metodo ""ByPhone""","Boa Noite Meu Nome é NN HHH eu fiz uma remessa de ¥72,000 mil ienes vai para meu beneficiario NN FFF  ","Bom dia,   Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
Como se inscrever,Como enviar dinheiro do Japão?,"Bom dia!  Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h  "
Envio via Deposit Code,bom dia acabei de fazer essa transferência pra brastel entra direto no meu app?,"Bom dia  Sim, após realizar o deposito em poucos minutos entra no seu saldo. Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""","Bom dia , foi enviado 495 mil para conta da brastel , favor enviar para o banco do brasil","Boa tarde, Vamos processar. Obrigado."
"Pedido de envio via metodo ""ByPhone""",acabei de fazer uma transferência de25.000 ienes poderia enviar para a conta AA DD por gentileza,"Boa tarde, Vamos processar. Obrigado."
"Pedido de envio via metodo ""ByPhone""",Boa tarde favor processar pra SSSS os ¥ 30000 Obrigado,"Boa tarde,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""",Olá foi feito um depósito de 30000 a beneficiária e na conta da NuBank de EEE MMM !Obrigsfa,"Boa tarde,  Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""",Boa tarde depositei 250000. Por favor depositar na minha conta banco Itaú,Boa tarde Vamos processar sua remessa. Obrigado
Solicitacao de cartao de remessas,Como solicitor segunda via do cartao,Podemos solicitar. Seroa outro cartão de depósito (cartão verde?)
Como se inscrever,Como posso me inscrever no serviço de remessa?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
Confirmacao de cambio/taxas,100 mil da quanto,100 mil ienes -> R$3213 Incluindo a taxa de remessa na cotação de hoje.
Confirmacao de cambio/taxas,Boa noite Como faço para fazer a conversão Presciso Que chega no Brasil 540 reais,"Para chegar BRL 540, deve ser depositado ¥17,439 já com a taxa de remessa inclusa. Isso na cotação e hoje."
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,"Via de regra, as remessas serão pagas via PIX dentro de algumas horas, se todos os dados estiverem corretos."
"Pedido de envio via metodo ""ByPhone""",Depositei 17000 mil ienes depositar para YYY SSS para o Chile por favor,Vamos processar sua remessa.
"Pedido de envio via metodo ""ByPhone""","Boa trd! Após a confirmação do meu depósito, queiram por gentileza efetuar a remessa do msm em nome de NNN KKK Jr. Muito obrigado!","Boa tarde,  Recebemos o seu deposito no valor de 23,000 yen. Vamos processar a sua remessa"
Termos e condicoes do servico,"Considerando que recebi essa última transferência em 30/04, quando poderia receber outra de igual valor?","Boa tarde,  O limite por remessa: 800.00 ienes Limite diário: 1.000.000 ienes ; Limite de transações por mês: até 30 transações"
Acesso a conta,E a senha Não me lembro,Vamos registrar o seu novo email em seu cadastro. Por favor aguarde alguns minutos. Após a atualização será enviado os dados de login para acessar o seu aplicativo. Você receberá no seu novo email.
"Pedido de envio via metodo ""ByPhone""","Boa tarde. Por gentileza, remessa em meu nome, na conta do Bradesco.      ","Boa tarde! Obrigado por informar, vamos processar a sua remessa."
Solicitacao de cartao de remessas,Boa tarde PPP AAA   (5367917) Enviar um novo cartão yucho por favor Endereço atualizado no Aplicativo para smartphones do servico de remessas,Boa tarde Solicitado
Acesso a conta,Eu não consigo entrar na conta,Boa tarde. Chegou o e-mail com a senha temporária? Reenviamos para o e-mail cadastrado: zzzzz@xxx.com.br Utilize o usuário e senha enviado para entrar na sua conta
Acesso a conta,O meu e mail Yahoo está inativo estou usando outro e-mail ZZZZZ@gmail.com,Enviamos o seu usuário e uma senha temporário no seu email Poderia confirmar?
Como se inscrever,Como enviar dinheiro do Japão?,"Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h"
"Pedido de envio via metodo ""ByPhone""",Mandei agora o dinheiro para Brastel O beneficiário é:AAAAA,"Boa noite! Obrigado, vamos processar a sua remessa."
Cancelamento,"Olá , por favor ! Eu não posso mais esperar , peço que cancelem a operação e extornem o recurso na minha conta por favor","Vamos solicitar o cancelamento, porém, devido ao fuso horário e o horário de expediente bancário no Brasil, o cancelamento não será imediato."
Acesso a conta,Boa tarde. Sou QQQ JJJ  Mudei de aparelho de celular e nao consigo baixar o aplicativo da Brastel. Fala senha ou nome invalido. Ja mudei a senha e aparece a mesma coisa,"Bom dia  Para recuperar o acesso a sua conta, por favor nos confirme o seu email para enviarmos uma senha temporária.  email registrado: aaaaaa@gmail.com "
"Pedido de envio via metodo ""ByPhone""","Bom dia Realizei um depósito de ¥90,000 Gostaria que fossem depositados nas contas de NNNN  ¥ 40,000 KKKK  ¥ 25,000 CCCC ¥ 25,000 Obrigado",Bom dia Vamos processar sua remessa. Obrigado
Registro/Atualizacao de Documento,Nao estou conseguindo tirar foto do cartao de registro de estrangeiros card,"Olá, boa tarde!  Temos vídeos que ajudam os clientes a fazerem as inscrições.  Com aparelhos de celulares com o novo sistema NFC e para aparelhos que não possuem o sistema NFC. - Com o sistema NFC: https://www.youtube.com/watch?v=U_jAVo2qYt4 - Sem o sistema NFC: https://www.youtube.com/watch?v=tc8yeWvQdlw&t=143s"
"Pedido de envio via metodo ""ByPhone""","Bt,enviei 10 mil yens pra remessa pro Brasil, Remetente:LL AAA , Destinatário:TTT AAA , desde já agradeço","Boa tarde! Obrigado por informar, vamos processar a sua remessa."
Tempo de remessa,Boa tarde Se eu depositar chega hoje?,"É pra chegar hoje normalmente, se estiver tudo certo com a conta de destino lá do Brasil e não houver nenhum problema no sistema."
Confirmacao de cambio/taxas,10 mil da quanto la no brasil,erro ao processar a pergunta
"Pedido de envio via metodo ""ByPhone""",Boa tarde! Acabei de mandar um valor de 77000 para a beneficiária AA OOOO,"Boa tarde! Vamos processar a sua remessa, obrigado."
"Pedido de envio via metodo ""ByPhone""",Boa tarde Brastel fiz uma transferência de 42. De 42.000 iens por favor enviar para DDD LLLL desde já muito obrigado,"Boa tarde! Obrigado por informar, vamos processar a sua remessa."
"Pedido de envio via metodo ""ByPhone""",Favor depositar 10 mil yen para BBB MMM,"Boa tarde! Obrigado por informar, vamos processar a sua remessa."
Tempo de remessa,Quanto tempo levará para o beneficiário receber o dinheiro?,"A maioria das remessas da Brastel para o Brasil estão sendo realizadas via PIX. Assim, estão sendo pagas dentro de alguns minutos, se todos os dados estiverem corretos e a conta estiver apta a receber pagamentos via PIX."
Reembolso,"Boa tarde uma informação, como não consegui enviar remessa para meu amigo, gostaria de saber se existe a possibilidade de retirada do meu saldo ¥6700 aqui","É possível solicitar o reembolso diretamente do app. Atente para a regra de que deverá requisitar o valor total do saldo do seu app. Será cobrada uma taxa fixa de 750 e somente serão aceitas contas de bancos japoneses. Para tanto, click: Menu > Minha conta > Reembolso e siga as instruções. Tenha em mãos a sua caderneta bancária. Qualquer dúvida estamos à disposição."
Tempo de remessa,Boa tarde. Fiz uma transferência no valor de ¥15.000. Poderiam por gentileza encaminhar para minha conta pessoal da Nubank no Brasil?,"Bom dia,   Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""",Bom Dia!!Fiz uma transferência de JPY 50.000 poderia por gentileza fazer remessa para AAA KKKK !!,"Bom dia,   Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
"Pedido de envio via metodo ""ByPhone""","Boa tarde, meu nome eh MMM SSS   , fiz a transferência para a Brastel. Beneficiário no Brasil KKK MMM SSS. Muito obrigada","Bom dia, Vamos processar a sua remessa.  Qualquer dúvida estamos à disposição. Obrigado."
Confirmacao de cambio/taxas,"Bom dia ! R$ 1.215,00 reais, quanto seria a conversão em yenes? ","Bom dia,  1,215.00 ---> ¥39,412 ( com a taxa de remessa inclusa).  Qualquer dúvida estamos à disposição. Obrigado."
Termos e condicoes do servico,Bom dia. Fiz remessa para o Vietnã hoje às 11:11 AM e o beneficiário ainda não recebeu. Gostaria de saber o motivo. grato,"Bom dia,  Prazo de entrega aproximado para o Vietnã: Depósito em conta bancária 1 a 3 dias úteis Qualquer dúvida estamos à disposição. Obrigado."
Termos e condicoes do servico,Boa tarde gostaria de saber se o sistema de remessa da Brastel também poderá ser usado por japonês ? Ou somente brasileiro?,"Boa tarde! Pode ser usado por Brasileiros, japoneses e diversas outras nacionalidades. No canal da Brastel no youtube a senhora encontra diversos tutoriais para envio do dinheiro no japão, em vários idiomas diferentes também: https://www.youtube.com/channel/UCwzxY5qUNqCzfee52kmKpIg"
Cancelamento,Oi boa tarde eu fis um envio errado queria cancelar urgente,"Senhor AAA, localizamos duas remessas feitas ontem. Como elas já foram enviadas da sua conta para o Brasil, não conseguimos dar certeza de cancelar o envio, porém vamos averiguar com o nosso banco correspondente no Brasil se ainda é possível."
Termos e condicoes do servico,Bom dia ! Gostaria saber se vcs enviam dinheiro direto para conta da Nubank do Brasil que está no meu nome ?,"boa noite! Sim, enviamos para bancos digitais."
